investor,commit,deal_size,invite,rating,int_rate,covenants,total_fees,fee_share,prior_tier,invite_tier,tier_change,fee_percent,invite_percent
Deutsche Bank,Decline,900,90,2,Market,2,135,22.1,Bookrunner,Participant,Demoted,0.1637037037037037,0.1
Wells Fargo,Commit,200,40,1,Market,2,27,6.0,Bookrunner,Bookrunner,None,0.2222222222222222,0.2
Wells Fargo,Commit,900,100,1,Market,2,131,12.3,Bookrunner,Participant,Demoted,0.09389312977099237,0.1111111111111111
Goldman Sachs,Decline,1100,180,6,Market,0,52,4.4,Bookrunner,Bookrunner,None,0.08461538461538462,0.16363636363636364
Bank of America,Commit,1000,140,2,Market,3,182,12.4,Bookrunner,Bookrunner,None,0.06813186813186814,0.14
Goldman Sachs,Decline,600,70,1,Market,2,44,2.9,Bookrunner,Participant,Demoted,0.0659090909090909,0.11666666666666667
Bank of America,Commit,1800,370,9,Market,1,327,89.6,Bookrunner,Bookrunner,None,0.27400611620795107,0.20555555555555555
Deutsche Bank,Commit,900,200,1,Market,2,117,28.0,Participant,Bookrunner,Promoted,0.23931623931623933,0.2222222222222222
Wells Fargo,Commit,600,90,4,Market,1,46,5.3,Bookrunner,Bookrunner,None,0.11521739130434783,0.15
Wells Fargo,Commit,1200,130,3,Market,2,147,35.4,Bookrunner,Participant,Demoted,0.24081632653061225,0.10833333333333334
MUFG Union,Commit,1000,160,5,Market,1,66,11.9,Bookrunner,Bookrunner,None,0.1803030303030303,0.16
Goldman Sachs,Commit,1200,160,1,Market,3,182,35.5,Bookrunner,Bookrunner,None,0.19505494505494506,0.13333333333333333
MUFG Union,Commit,700,120,4,Market,2,237,27.3,Bookrunner,Bookrunner,None,0.11518987341772152,0.17142857142857143
Deutsche Bank,Decline,600,50,4,Above,1,67,10.5,Bookrunner,Participant,Demoted,0.15671641791044777,0.08333333333333333
Wells Fargo,Decline,900,90,2,Market,2,80,11.4,Bookrunner,Participant,Demoted,0.14250000000000002,0.1
Goldman Sachs,Commit,300,60,3,Market,3,47,13.3,Bookrunner,Bookrunner,None,0.28297872340425534,0.2
Bank of America,Commit,2100,390,6,Market,1,232,45.5,Participant,Bookrunner,Promoted,0.1961206896551724,0.18571428571428572
Bank of America,Commit,800,150,3,Market,2,118,33.0,Bookrunner,Bookrunner,None,0.2796610169491525,0.1875
Wells Fargo,Commit,2200,310,2,Market,2,174,38.8,Bookrunner,Bookrunner,None,0.22298850574712642,0.1409090909090909
Bank of America,Commit,700,40,1,Market,3,258,18.6,Bookrunner,Participant,Demoted,0.07209302325581396,0.05714285714285714
Deutsche Bank,Commit,600,110,2,Market,2,63,11.7,Bookrunner,Bookrunner,None,0.1857142857142857,0.18333333333333332
Wells Fargo,Commit,1700,280,7,Market,0,114,0.6,Bookrunner,Bookrunner,None,0.005263157894736842,0.16470588235294117
Wells Fargo,Commit,1000,100,1,Above,2,77,6.4,Participant,Participant,None,0.08311688311688312,0.1
Wells Fargo,Commit,1300,110,4,Market,1,194,25.0,Bookrunner,Participant,Demoted,0.12886597938144329,0.08461538461538462
Goldman Sachs,Commit,300,60,1,Market,2,26,6.2,Participant,Bookrunner,Promoted,0.23846153846153847,0.2
Bank of America,Commit,1200,200,6,Market,0,56,10.8,Participant,Bookrunner,Promoted,0.19285714285714287,0.16666666666666666
MUFG Union,Commit,500,70,2,Market,2,42,10.5,Bookrunner,Bookrunner,None,0.25,0.14
Goldman Sachs,Commit,900,190,2,Market,2,91,4.6,Bookrunner,Bookrunner,None,0.05054945054945054,0.2111111111111111
Goldman Sachs,Commit,600,110,2,Market,2,67,3.4,Participant,Bookrunner,Promoted,0.050746268656716415,0.18333333333333332
Bank of America,Commit,600,120,3,Market,1,28,10.5,Bookrunner,Bookrunner,None,0.375,0.2
MUFG Union,Decline,400,50,3,Market,2,32,3.9,Bookrunner,Participant,Demoted,0.121875,0.125
Deutsche Bank,Commit,1700,320,8,Market,0,214,58.6,Bookrunner,Bookrunner,None,0.2738317757009346,0.18823529411764706
MUFG Union,Commit,700,120,2,Market,2,88,22.9,Participant,Bookrunner,Promoted,0.2602272727272727,0.17142857142857143
MUFG Union,Commit,700,120,3,Market,3,118,5.2,Bookrunner,Bookrunner,None,0.04406779661016949,0.17142857142857143
Deutsche Bank,Commit,2200,520,4,Market,1,295,46.3,Bookrunner,Bookrunner,None,0.15694915254237288,0.23636363636363636
Wells Fargo,Commit,1700,270,2,Market,2,207,35.0,Bookrunner,Bookrunner,None,0.16908212560386474,0.1588235294117647
Deutsche Bank,Commit,500,70,4,Below,1,58,12.9,Bookrunner,Bookrunner,None,0.22241379310344828,0.14
Goldman Sachs,Commit,800,120,1,Market,2,76,7.1,Bookrunner,Bookrunner,None,0.09342105263157895,0.15
Goldman Sachs,Commit,1000,170,5,Above,1,113,35.0,Bookrunner,Bookrunner,None,0.30973451327433627,0.17
Bank of America,Decline,600,70,3,Market,2,62,8.0,Bookrunner,Participant,Demoted,0.12903225806451613,0.11666666666666667
MUFG Union,Commit,200,30,2,Market,2,23,2.9,Bookrunner,Bookrunner,None,0.12608695652173912,0.15
Goldman Sachs,Commit,1800,240,5,Market,1,150,33.0,Bookrunner,Bookrunner,None,0.22,0.13333333333333333
Deutsche Bank,Commit,900,180,1,Market,2,67,10.6,Bookrunner,Bookrunner,None,0.1582089552238806,0.2
Goldman Sachs,Commit,400,80,4,Market,1,57,13.3,Bookrunner,Bookrunner,None,0.23333333333333334,0.2
Goldman Sachs,Commit,400,100,2,Market,2,44,6.1,Participant,Bookrunner,Promoted,0.13863636363636364,0.25
Wells Fargo,Commit,500,110,1,Market,2,137,33.3,Bookrunner,Bookrunner,None,0.24306569343065693,0.22
Wells Fargo,Commit,700,80,1,Market,1,30,6.1,Participant,Participant,None,0.2033333333333333,0.11428571428571428
Goldman Sachs,Commit,1400,240,5,Market,1,118,35.6,Bookrunner,Bookrunner,None,0.3016949152542373,0.17142857142857143
Goldman Sachs,Commit,1900,190,9,Below,1,286,58.1,Bookrunner,Participant,Demoted,0.20314685314685316,0.1
Goldman Sachs,Commit,1600,200,6,Market,1,205,34.0,Bookrunner,Bookrunner,None,0.16585365853658537,0.125
Bank of America,Commit,1500,190,2,Market,2,110,8.9,Bookrunner,Bookrunner,None,0.08090909090909092,0.12666666666666668
Deutsche Bank,Commit,900,180,1,Market,2,100,31.3,Bookrunner,Bookrunner,None,0.313,0.2
Deutsche Bank,Decline,1100,160,5,Market,1,70,6.5,Bookrunner,Bookrunner,None,0.09285714285714286,0.14545454545454545
Wells Fargo,Commit,1300,300,8,Market,0,121,31.7,Bookrunner,Bookrunner,None,0.26198347107438014,0.23076923076923078
Bank of America,Commit,1200,120,1,Above,3,191,29.2,Participant,Participant,None,0.15287958115183245,0.1
Deutsche Bank,Decline,1100,120,3,Market,2,134,9.5,Bookrunner,Participant,Demoted,0.0708955223880597,0.10909090909090909
MUFG Union,Commit,600,110,4,Market,1,46,10.4,Participant,Bookrunner,Promoted,0.22608695652173913,0.18333333333333332
MUFG Union,Decline,700,80,3,Above,3,105,21.1,Bookrunner,Participant,Demoted,0.20095238095238097,0.11428571428571428
Wells Fargo,Commit,200,40,1,Market,2,28,9.9,Bookrunner,Bookrunner,None,0.3535714285714286,0.2
Bank of America,Commit,1000,130,5,Market,2,173,20.6,Bookrunner,Bookrunner,None,0.11907514450867053,0.13
Wells Fargo,Commit,200,40,4,Market,1,23,0.0,Bookrunner,Bookrunner,None,0.0,0.2
Bank of America,Commit,900,120,3,Market,2,49,5.0,Bookrunner,Bookrunner,None,0.10204081632653061,0.13333333333333333
Bank of America,Commit,500,60,3,Market,2,38,4.8,Participant,Participant,None,0.12631578947368421,0.12
MUFG Union,Commit,1700,390,10,Above,0,218,35.3,Bookrunner,Bookrunner,None,0.16192660550458715,0.22941176470588234
Goldman Sachs,Commit,1300,190,2,Market,2,106,13.8,Bookrunner,Bookrunner,None,0.13018867924528302,0.14615384615384616
Goldman Sachs,Decline,400,40,3,Market,2,33,3.8,Bookrunner,Participant,Demoted,0.11515151515151514,0.1
Wells Fargo,Decline,1000,100,6,Market,1,84,5.3,Bookrunner,Participant,Demoted,0.0630952380952381,0.1
Wells Fargo,Commit,1800,230,1,Market,1,65,5.5,Bookrunner,Bookrunner,None,0.08461538461538462,0.12777777777777777
Wells Fargo,Commit,600,100,2,Above,2,68,16.1,Bookrunner,Bookrunner,None,0.23676470588235296,0.16666666666666666
Bank of America,Commit,300,40,3,Market,1,15,0.8,Bookrunner,Bookrunner,None,0.05333333333333334,0.13333333333333333
MUFG Union,Commit,1200,230,9,Market,0,141,38.9,Bookrunner,Bookrunner,None,0.27588652482269505,0.19166666666666668
Bank of America,Commit,1500,230,6,Market,1,225,1.6,Bookrunner,Bookrunner,None,0.0071111111111111115,0.15333333333333332
Wells Fargo,Commit,1400,40,5,Above,1,155,7.9,Bookrunner,Participant,Demoted,0.050967741935483875,0.02857142857142857
Bank of America,Commit,1200,260,7,Market,0,120,31.1,Bookrunner,Bookrunner,None,0.25916666666666666,0.21666666666666667
MUFG Union,Commit,1900,190,3,Market,2,182,10.2,Participant,Participant,None,0.05604395604395604,0.1
Wells Fargo,Commit,500,50,2,Market,2,51,7.7,Participant,Participant,None,0.15098039215686274,0.1
Wells Fargo,Commit,200,30,1,Market,2,28,4.4,Bookrunner,Bookrunner,None,0.15714285714285717,0.15
MUFG Union,Commit,500,110,5,Market,1,25,7.8,Bookrunner,Bookrunner,None,0.312,0.22
Deutsche Bank,Commit,500,60,3,Market,2,43,6.8,Bookrunner,Bookrunner,None,0.15813953488372093,0.12
Wells Fargo,Commit,600,110,2,Market,2,74,5.4,Bookrunner,Bookrunner,None,0.07297297297297298,0.18333333333333332
MUFG Union,Commit,800,140,3,Market,3,146,16.5,Participant,Bookrunner,Promoted,0.11301369863013698,0.175
Deutsche Bank,Commit,900,110,1,Above,2,121,28.8,Bookrunner,Bookrunner,None,0.23801652892561984,0.12222222222222222
MUFG Union,Commit,1200,230,9,Market,0,109,7.6,Bookrunner,Bookrunner,None,0.06972477064220182,0.19166666666666668
MUFG Union,Commit,1200,200,6,Below,1,133,0.0,Participant,Bookrunner,Promoted,0.0,0.16666666666666666
Goldman Sachs,Commit,1600,280,2,Market,2,144,41.8,Bookrunner,Bookrunner,None,0.29027777777777775,0.175
MUFG Union,Decline,600,70,2,Market,2,57,10.5,Bookrunner,Participant,Demoted,0.18421052631578946,0.11666666666666667
MUFG Union,Commit,800,100,2,Market,3,136,15.6,Participant,Participant,None,0.11470588235294117,0.125
Wells Fargo,Commit,800,120,3,Market,2,103,5.8,Bookrunner,Bookrunner,None,0.05631067961165048,0.15
Goldman Sachs,Decline,800,100,3,Market,1,36,7.5,Bookrunner,Participant,Demoted,0.20833333333333334,0.125
MUFG Union,Decline,200,20,1,Market,2,12,0.8,Bookrunner,Participant,Demoted,0.06666666666666667,0.1
Bank of America,Commit,600,90,2,Market,1,29,4.1,Bookrunner,Bookrunner,None,0.14137931034482756,0.15
Wells Fargo,Commit,1300,180,9,Market,0,89,20.4,Bookrunner,Bookrunner,None,0.2292134831460674,0.13846153846153847
Wells Fargo,Commit,400,80,2,Market,1,20,1.3,Bookrunner,Bookrunner,None,0.065,0.2
Goldman Sachs,Commit,1200,150,3,Above,2,106,16.3,Bookrunner,Bookrunner,None,0.15377358490566037,0.125
Goldman Sachs,Decline,800,170,1,Market,2,90,2.4,Bookrunner,Bookrunner,None,0.026666666666666665,0.2125
Goldman Sachs,Commit,1400,200,2,Market,2,270,74.8,Bookrunner,Bookrunner,None,0.277037037037037,0.14285714285714285
Bank of America,Commit,2000,310,8,Market,0,185,40.7,Bookrunner,Bookrunner,None,0.22000000000000003,0.155
Deutsche Bank,Commit,2000,390,8,Market,0,281,59.0,Bookrunner,Bookrunner,None,0.2099644128113879,0.195
Wells Fargo,Commit,600,90,2,Market,2,53,0.4,Bookrunner,Bookrunner,None,0.007547169811320755,0.15
Deutsche Bank,Decline,1200,140,2,Market,1,48,5.9,Bookrunner,Participant,Demoted,0.12291666666666667,0.11666666666666667
Bank of America,Commit,700,160,2,Market,2,65,25.2,Bookrunner,Bookrunner,None,0.38769230769230767,0.22857142857142856
Deutsche Bank,Commit,900,170,1,Market,2,65,15.1,Bookrunner,Bookrunner,None,0.2323076923076923,0.18888888888888888
MUFG Union,Commit,600,90,1,Market,3,108,10.2,Participant,Bookrunner,Promoted,0.09444444444444444,0.15
MUFG Union,Commit,700,140,2,Market,2,65,9.4,Bookrunner,Bookrunner,None,0.14461538461538462,0.2
MUFG Union,Decline,800,40,2,Market,2,109,13.3,Bookrunner,Participant,Demoted,0.12201834862385322,0.05
Deutsche Bank,Decline,800,90,1,Market,3,144,11.7,Bookrunner,Participant,Demoted,0.08124999999999999,0.1125
Bank of America,Decline,200,20,1,Above,2,21,2.0,Bookrunner,Participant,Demoted,0.09523809523809523,0.1
MUFG Union,Decline,1000,90,7,Market,0,23,1.3,Bookrunner,Participant,Demoted,0.05652173913043478,0.09
Bank of America,Commit,200,30,2,Market,2,16,2.3,Bookrunner,Bookrunner,None,0.14375,0.15
MUFG Union,Commit,1200,220,5,Market,1,157,10.4,Bookrunner,Bookrunner,None,0.06624203821656051,0.18333333333333332
Goldman Sachs,Decline,1000,110,8,Market,0,90,12.5,Bookrunner,Participant,Demoted,0.1388888888888889,0.11
Bank of America,Commit,1400,210,10,Market,0,98,18.9,Bookrunner,Bookrunner,None,0.19285714285714284,0.15
Goldman Sachs,Decline,900,30,2,Market,2,79,4.0,Bookrunner,Participant,Demoted,0.05063291139240506,0.03333333333333333
Deutsche Bank,Commit,1300,220,4,Below,0,55,17.8,Bookrunner,Bookrunner,None,0.32363636363636367,0.16923076923076924
Bank of America,Commit,1300,180,9,Market,0,94,8.1,Bookrunner,Bookrunner,None,0.08617021276595745,0.13846153846153847
Goldman Sachs,Decline,800,60,2,Market,2,89,10.1,Bookrunner,Participant,Demoted,0.11348314606741573,0.075
MUFG Union,Commit,1200,210,8,Market,0,51,9.0,Bookrunner,Bookrunner,None,0.17647058823529413,0.175
Deutsche Bank,Commit,400,80,1,Market,2,55,0.0,Participant,Bookrunner,Promoted,0.0,0.2
Goldman Sachs,Commit,900,130,2,Market,2,51,6.8,Bookrunner,Bookrunner,None,0.13333333333333333,0.14444444444444443
Bank of America,Commit,1700,230,9,Below,1,581,122.0,Participant,Bookrunner,Promoted,0.2099827882960413,0.13529411764705881
Bank of America,Decline,900,90,2,Market,2,81,12.2,Bookrunner,Participant,Demoted,0.15061728395061727,0.1
Wells Fargo,Commit,600,90,1,Market,3,108,12.6,Bookrunner,Bookrunner,None,0.11666666666666667,0.15
Goldman Sachs,Commit,1800,340,3,Market,2,233,41.7,Bookrunner,Bookrunner,None,0.1789699570815451,0.18888888888888888
MUFG Union,Commit,1200,190,3,Market,2,87,2.8,Bookrunner,Bookrunner,None,0.03218390804597701,0.15833333333333333
Bank of America,Commit,1100,190,7,Below,0,6,2.1,Bookrunner,Bookrunner,None,0.35000000000000003,0.17272727272727273
Deutsche Bank,Decline,900,180,2,Market,2,60,2.6,Bookrunner,Bookrunner,None,0.043333333333333335,0.2
MUFG Union,Commit,800,150,2,Market,2,90,9.2,Bookrunner,Bookrunner,None,0.10222222222222221,0.1875
Wells Fargo,Commit,1500,260,7,Market,1,230,67.2,Bookrunner,Bookrunner,None,0.2921739130434783,0.17333333333333334
Wells Fargo,Decline,1100,110,3,Market,2,88,13.1,Bookrunner,Participant,Demoted,0.14886363636363636,0.1
Deutsche Bank,Commit,1400,240,6,Above,1,90,9.2,Bookrunner,Bookrunner,None,0.10222222222222221,0.17142857142857143
MUFG Union,Commit,1400,220,5,Market,1,181,20.5,Participant,Bookrunner,Promoted,0.1132596685082873,0.15714285714285714
Deutsche Bank,Commit,700,100,1,Below,2,55,10.7,Bookrunner,Bookrunner,None,0.19454545454545452,0.14285714285714285
Bank of America,Commit,600,100,4,Market,1,60,19.2,Bookrunner,Bookrunner,None,0.32,0.16666666666666666
Goldman Sachs,Decline,300,40,2,Market,2,25,1.0,Bookrunner,Bookrunner,None,0.04,0.13333333333333333
MUFG Union,Commit,900,140,1,Market,1,21,6.4,Bookrunner,Bookrunner,None,0.3047619047619048,0.15555555555555556
Wells Fargo,Commit,1100,190,8,Below,0,116,0.0,Participant,Bookrunner,Promoted,0.0,0.17272727272727273
Deutsche Bank,Commit,900,140,2,Market,2,70,16.2,Bookrunner,Bookrunner,None,0.23142857142857143,0.15555555555555556
MUFG Union,Commit,1400,180,5,Market,1,127,9.5,Bookrunner,Bookrunner,None,0.07480314960629922,0.12857142857142856
Deutsche Bank,Decline,200,20,3,Above,2,13,2.4,Bookrunner,Participant,Demoted,0.1846153846153846,0.1
Wells Fargo,Commit,1000,290,3,Market,1,44,3.3,Bookrunner,Bookrunner,None,0.075,0.29
Goldman Sachs,Commit,1400,110,2,Market,2,205,41.4,Bookrunner,Participant,Demoted,0.2019512195121951,0.07857142857142857
Goldman Sachs,Decline,1600,130,3,Market,2,114,19.6,Bookrunner,Participant,Demoted,0.17192982456140352,0.08125
MUFG Union,Commit,1300,240,4,Market,2,238,47.1,Bookrunner,Bookrunner,None,0.19789915966386556,0.18461538461538463
Bank of America,Commit,700,110,3,Market,2,64,12.8,Bookrunner,Bookrunner,None,0.2,0.15714285714285714
Bank of America,Decline,200,40,2,Below,2,17,0.4,Bookrunner,Bookrunner,None,0.023529411764705882,0.2
Goldman Sachs,Commit,800,160,1,Market,2,77,0.0,Participant,Bookrunner,Promoted,0.0,0.2
Bank of America,Commit,1700,300,5,Market,1,179,27.0,Bookrunner,Bookrunner,None,0.15083798882681565,0.17647058823529413
MUFG Union,Commit,1300,240,2,Market,2,155,56.3,Bookrunner,Bookrunner,None,0.3632258064516129,0.18461538461538463
Deutsche Bank,Commit,1000,140,6,Market,1,84,17.1,Bookrunner,Bookrunner,None,0.2035714285714286,0.14
Bank of America,Commit,900,200,2,Market,2,58,5.4,Bookrunner,Bookrunner,None,0.09310344827586207,0.2222222222222222
Wells Fargo,Commit,900,160,1,Market,2,54,8.9,Bookrunner,Bookrunner,None,0.16481481481481483,0.17777777777777778
Deutsche Bank,Commit,1100,200,5,Market,1,135,16.5,Participant,Bookrunner,Promoted,0.12222222222222222,0.18181818181818182
MUFG Union,Commit,600,90,3,Market,2,72,10.1,Participant,Bookrunner,Promoted,0.14027777777777778,0.15
Bank of America,Decline,300,30,3,Market,2,31,3.8,Bookrunner,Participant,Demoted,0.12258064516129032,0.1
Goldman Sachs,Commit,600,110,2,Market,3,91,23.5,Bookrunner,Bookrunner,None,0.25824175824175827,0.18333333333333332
Deutsche Bank,Commit,600,130,1,Market,2,34,10.3,Bookrunner,Bookrunner,None,0.30294117647058827,0.21666666666666667
Deutsche Bank,Decline,600,80,4,Market,1,31,4.7,Bookrunner,Bookrunner,None,0.15161290322580645,0.13333333333333333
Goldman Sachs,Commit,1300,230,4,Market,1,322,60.9,Bookrunner,Bookrunner,None,0.1891304347826087,0.17692307692307693
Wells Fargo,Commit,500,60,3,Market,1,14,2.1,Bookrunner,Bookrunner,None,0.15,0.12
Bank of America,Commit,1000,140,7,Market,0,253,32.9,Bookrunner,Bookrunner,None,0.1300395256916996,0.14
Deutsche Bank,Decline,900,50,2,Market,2,84,9.3,Bookrunner,Participant,Demoted,0.11071428571428572,0.05555555555555555
Bank of America,Commit,1000,130,10,Below,0,130,18.5,Bookrunner,Bookrunner,None,0.1423076923076923,0.13
Bank of America,Decline,1000,110,8,Market,0,109,7.0,Bookrunner,Participant,Demoted,0.06422018348623854,0.11
Wells Fargo,Commit,1800,230,4,Market,1,162,39.2,Bookrunner,Bookrunner,None,0.24197530864197533,0.12777777777777777
Deutsche Bank,Commit,1300,240,1,Market,2,144,47.2,Bookrunner,Bookrunner,None,0.3277777777777778,0.18461538461538463
Goldman Sachs,Commit,400,80,2,Above,2,37,11.8,Bookrunner,Bookrunner,None,0.31891891891891894,0.2
Deutsche Bank,Decline,1400,140,10,Market,0,174,12.9,Bookrunner,Participant,Demoted,0.07413793103448275,0.1
Deutsche Bank,Commit,1900,240,5,Above,1,219,3.9,Bookrunner,Bookrunner,None,0.01780821917808219,0.12631578947368421
MUFG Union,Commit,500,60,3,Market,2,43,5.9,Bookrunner,Bookrunner,None,0.1372093023255814,0.12
MUFG Union,Commit,1500,210,6,Market,0,44,2.7,Bookrunner,Bookrunner,None,0.06136363636363637,0.14
Wells Fargo,Commit,1100,230,5,Above,0,48,4.0,Bookrunner,Bookrunner,None,0.08333333333333333,0.20909090909090908
Bank of America,Commit,1000,170,6,Above,2,172,23.9,Bookrunner,Bookrunner,None,0.138953488372093,0.17
Bank of America,Commit,1200,190,9,Below,0,55,5.6,Bookrunner,Bookrunner,None,0.10181818181818181,0.15833333333333333
Wells Fargo,Commit,1100,220,6,Below,1,99,20.8,Bookrunner,Bookrunner,None,0.21010101010101012,0.2
Wells Fargo,Commit,1200,190,4,Market,1,144,28.2,Bookrunner,Bookrunner,None,0.19583333333333333,0.15833333333333333
Bank of America,Decline,1200,70,10,Market,0,49,6.2,Bookrunner,Participant,Demoted,0.12653061224489795,0.058333333333333334
Goldman Sachs,Commit,1000,190,5,Market,1,92,0.0,Participant,Bookrunner,Promoted,0.0,0.19
Goldman Sachs,Commit,1200,190,7,Market,1,185,12.8,Bookrunner,Bookrunner,None,0.06918918918918919,0.15833333333333333
MUFG Union,Commit,2000,290,4,Market,1,240,41.3,Bookrunner,Bookrunner,None,0.1720833333333333,0.145
Goldman Sachs,Commit,1300,170,3,Below,2,66,10.1,Bookrunner,Bookrunner,None,0.15303030303030302,0.13076923076923078
Bank of America,Commit,1100,150,5,Market,1,122,5.9,Bookrunner,Bookrunner,None,0.04836065573770492,0.13636363636363635
Deutsche Bank,Commit,400,70,1,Below,2,53,17.7,Bookrunner,Bookrunner,None,0.3339622641509434,0.175
Wells Fargo,Commit,300,60,3,Market,2,19,7.1,Bookrunner,Bookrunner,None,0.3736842105263158,0.2
Bank of America,Commit,300,40,3,Market,2,19,2.2,Bookrunner,Bookrunner,None,0.11578947368421054,0.13333333333333333
